ligand name,T [°C],t [h],solvent1,V/V solvent1 [ ],solvent2,V/V solvent2 [ ],solvent3,V/V solvent3 [ ],inorganic salt,metal,additional,reported,outcome,score
2-aminoterephthalic acid,98,16,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"2,3,5,6-tetrafluoro-1,4-benzenedicarboxylic acid",90,16,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,sulphuric acid,10.1002/chem.202005151,sucessful,1.00
2-aminoterephthalic acid,25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"2,5-dihydroxyterephthalic acid",25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",90,24,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",90,3,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",95,0.5,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,4,DMF,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"2,5-furandicarboxylic acid",80,1,water,1.00,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,4,DMF,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
2-aminobutanedioic acid,120,1,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
 butanedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
2-hydroxybutanedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"5-sulfo-1,4-benzenedicarboxylic",150,24,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,KOH,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,120,240,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",140,24,acetone,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
2-aminoterephthalic acid,100,24,acetone,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"2,5-pyridinedicarboxylic acid",120,3,water,1.00,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,25,5.5,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",25,72,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"1H-Pyrazole-3,5-dicarboxylic acid",25,12,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,3-dicarboxylic acid",180,26,formic acid,,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
5-hydroxyisophthalic acid,180,22,formic acid,,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",120,60,formic acid,0.42,acetic anhydride,0.58,NA,NA,ZrCl4,Zr,NA,10.1038/s41560-018-0261-6,sucessful,1.00
"benzene-1,4-dicarboxylic acid",70,72,tetrahydrofuran,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"2,6-naphthalenedicarboxylic acid",210,16,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,KOH,10.1021/acssuschemeng.9b01022,sucessful,1.00
"N,N′-piperazinebismethylphosphonic acid",190,130,water,1.00,NA,NA,NA,NA,AlCl3·6H2O,Al,NaOH,10.1021/acssuschemeng.9b01022,sucessful,1.00
"benzene-1,3,5-tricarboxylic acid",210,24,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"1,2,4,5-benzenetetracarboxylic acid",210,24,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"4,4′-azobenzenedicarboxylic acid",210,24,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"1,4-naphthalenedicarboxylic acid",180,24,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"4,4′,4″,4′′′-(porphyrin-5,10,15,20-tetrayl)tetrabenzoic acid",180,16,water,1.00,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
2-aminoterephthalic acid,125,5,methanol,1.00,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"benzene-1,4-dicarboxylic acid",125,16,methanol,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
2-aminoterephthalic acid,120,36,isopropyl alcohol,1.00,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"4,4′-sulfonyldibenzoic acid",150,12,water,1.00,NA,NA,NA,NA,AlCl3·6H2O,Al,NaOH,10.1021/acssuschemeng.9b01022,sucessful,1.00
"benzene-1,3,5-tricarboxylic acid",25,1008,DMSO,1.00,NA,NA,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,failed,0.00
"benzene-1,3,5-tricarboxylic acid",40,1,DMSO,0.09,methanol,0.91,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,sucessful,1.00
"benzene-1,3,5-tricarboxylic acid",25,NA,DMSO,0.50,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,failed,0.00
"benzene-1,3,5-tricarboxylic acid",40,1,DMSO,0.50,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,scCO2,10.1021/acssuschemeng.7b01429,sucessful,1.00
"benzene-1,3,5-tricarboxylic acid",40,72,DMSO,0.50,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,scCO2,10.1021/acssuschemeng.7b01429,sucessful,1.00
"6′-methoxyl-(8S,9R)-cinchonan-9-ol-3-carboxylic acid",100,72,ethanol,1.00,NA,NA,NA,NA,Cd(OH)2,Cd,NA,10.1002/1521-3773(20011203)40:23<4422::aid-anie4422>3.0.co;2-g,sucessful,1.00
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-ethyl-3-pyridinecarboxylic acid",110,NA,water,1.00,NA,NA,NA,NA,Cd(ClO4)2·6H2O,Cd,NA,10.1039/b806255b,sucessful,1.00
"9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-dicarboxylic acid",80,96,DMF,0.50,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,sucessful,1.00
"4,4′-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-dibenzoic acid",80,96,DMF,0.50,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,sucessful,1.00
"3,3′-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-dibenzoic acid",80,96,DMF,0.50,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,sucessful,1.00
"5,5′-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-diisophthalic acid",80,96,DMF,0.50,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,sucessful,1.00
"(1R,2R,4R,5R)-2,5-bis(((R)-1-phenylethyl)amino)bicyclo[2.2.2]octane-1,4-dicarboxylic acid",80,20,DEF,1.00,NA,NA,NA,NA,Zn(NO3)2·4H2O,Zn,benzoic acid,10.1039/c7ce00410a,sucessful,1.00
"(4R,5R)-2,2-dimethyl-5-[(4-pyridinyl amino)carbonyl]-1,3-dioxolane-4-carboxylic acid ",25,48,methanol,0.67,water,0.33,NA,NA,Zn(NO3)2·6H2O,Zn,NaOH,10.1038/35010088,sucessful,1.00
"(4S,5S)-2,2-dimethyl-5-[(4-pyridinyl amino)carbonyl]-1,3-dioxolane-4-carboxylic acid ",25,48,methanol,0.67,water,0.33,NA,NA,Zn(NO3)2·6H2O,Zn,NaOH,10.1038/35010088,sucessful,1.00
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,methanol,0.46,water,0.54,NA,NA,TbCl3·6H2O,Tb,KOH,10.1039/c9ra06920h,sucessful,1.00
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,methanol,0.46,water,0.54,NA,NA,DyCl3·5H2O,Dy,KOH,10.1039/c9ra06920h,sucessful,1.00
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,ethanol,0.45,water,0.55,NA,NA,HoCl3·6H2O,Ho,KOH,10.1039/c9ra06920h,sucessful,1.00
"(S)-2,2′-diethoxy-1,1′-binaphthyl-6,6′-bis(4-vinylpyridine)",70,168,dichlorobenzene,0.50,methanol,0.50,NA,NA,Cd(NO3)2·4H2O,Cd,NA,10.1021/ic060891x,sucessful,1.00
"6,6’-dichloro-2,2’-diethoxy-1,1’-binaphthalene-4,4’-bis(4-benzoic acid)",50,48,DMF,0.71,methanol,0.29,NA,NA,Zn(ClO4)2·6H2O,Zn,"N,N’-dimethylaniline",10.1002/ange.200461214,sucessful,1.00
"6,6’-dichloro-2,2’-dibenzyloxy-1,1’-binaphthalene-4,4’-bis(4-benzoic acid)",50,48,DMF,0.71,ethanol,0.29,NA,NA,ZnI2⋅6H2O,Zn,"N,N’-dimethylaniline",10.1002/ange.200461214,sucessful,1.00
"2,2’-dimethoxy-1,1’-binaphthyl-3,3’-bis(4-vinylpyridine)",70,48,DMSO,0.50,ethanol,0.50,NA,NA,AgNO3,Ag,NA,10.1039/B403609C,sucessful,1.00
"2,2’-dimethoxy-1,1’-binaphthyl-3,3’-bis(4-vinylpyridine)",70,48,DMSO,0.50,ethanol,0.50,NA,NA,AgClO4,Ag,NA,10.1039/B403609C,sucessful,1.00
"2,2’-diethoxy-1,1’-binaphthalene-6,6’-bisphosphonic acid",110,24,methanol,0.83,water,0.17,NA,NA,MnCO3,Mn,NA,10.1021/cm0202714,sucessful,1.00
"2,2’-diethoxy-1,1’-binaphthalene-6,6’-bisphosphonic acid",110,24,methanol,0.83,water,0.17,NA,NA,CoCO3,Co,NA,10.1021/cm0202714,sucessful,1.00
"2,2’-diethoxy-1,1’-binaphthalene-6,6’-bisphosphonic acid",130,168,ethanol,1.00,NA,NA,NA,NA,CuO,Cu,NA,10.1021/cm0202714,sucessful,1.00
"2,2’-diethoxy-1,1’-binaphthalene-6,6’-bisphosphonic acid",110,24,methanol,0.84,water,0.08,pyridine,0.08,Zn(ClO4)2·6H2O,Zn,NA,10.1021/cm0202714,sucessful,1.00
"(S)-1,1’-binaphthyl-2,2’-dihydroxy-6,6’-dicarboxylic acid",80,24,N-methylformamide,0.77,ethanol,0.23,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c5ra26520g,sucessful,1.00
"(R)-1,1’-binaphthyl-2,2’-dihydroxy-6,6’-dicarboxylic acid",80,24,N-methylformamide,0.77,ethanol,0.23,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c5ra26520g,sucessful,1.00
"(S)-1,1’-binaphthyl-2,2’-dimethoxy-6,6’-dicarboxylic acid",60,48,DMA,0.50,water,0.50,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c5ra26520g,sucessful,1.00
"(R)-1,1’-binaphthyl-2,2’-dimethoxy-6,6’-dicarboxylic acid",60,48,DMA,0.50,water,0.50,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c5ra26520g,sucessful,1.00
"(R)-2,2′-dihydroxy-1,1′-binaphthyl-5,5′-dibenzoic acid",55,72,DMF,0.91,water,0.09,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c4ce02210f,sucessful,1.00
"(R)-2,2′-dimethoxy-1,1′-binaphthyl-5,5′-dibenzoic acid",80,24,DMF,0.94,water,0.06,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c4ce02210f,sucessful,1.00
"(R)-2,2’-diethoxy-1,1’binaphthyl-4,4’,6,6’-tetracarboxylic acid",80,24,DEF,0.75,water,0.25,NA,NA,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,sucessful,1.00
"(R)-(2E,2'E,2''E,2'''E)-3,3',3'',3'''-(2,2'-diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrayl)tetraacrylic acid",80,NA,DMF,0.75,water,0.25,NA,NA,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,sucessful,1.00
"(R)-4,4',4'',4'''-(1E,1'E,1''E,1'''E)-2,2',2'',2'''-(2,2'-diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrayl)- tetrakis(ethene-2,1-diyl)tetrabenzoic acid",80,72,DEF,0.48,DMA,0.48,water,0.04,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,modest yield,0.95
"(R)-2,2'-dihydroxy-1,1'-binaphthyl-4,4',6,6'-tetracarboxylic acid",60,48,DEF,0.80,water,0.20,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1038/NCHEM.738,poor,0.80
"(R)-(2E,2'E,2''E,2'''E)-3,3',3'',3'''-(2,2'-dihydroxy-1,1'-binaphthyl-4,4',6,6'-tetrayl)tetraacrylic acid",80,48,DEF,0.80,water,0.20,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1038/NCHEM.738,sucessful,1.00
"(R)-2,2’-dihydroxy-1,1’-dinaphthyl-4,4’,6,6’-tetrakis(4-benzoic acid)",60,72,isopropyl alcohol,0.59,DEF,0.29,water,0.12,Cu(NO3)2·2.5H2O,Cu,diaminocyclohexane,10.1038/NCHEM.738,sucessful,1.00
"(R)-3,3′-bis(6-carboxy-2-naphthyl)-2,2′-dihydroxy-1,1′-binaphthyl",60,48,DMF,0.71,water,0.29,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c8ce01791c,sucessful,1.00
"2,2′-dihydroxy-1,1′-binaphthyl-6,6′-bis(phosphonic acid)",118,16,n-butanol,1.00,NA,NA,NA,NA,Zr(OnBu)4,Zr,NA,10.1016/j.molcata.2004.01.022,sucessful,1.00
"2,2′-dihydroxy-1,1′-binaphthyl-6,6′-bis(vinylphosphonic acid)",118,16,n-butanol,1.00,NA,NA,NA,NA,Zr(OnBu)4,Zr,NA,10.1016/j.molcata.2004.01.022,sucessful,1.00
"2,2′-dihydroxy-1,1′-binaphthyl-6,6′-bis(styrylphosphonic acid)",118,16,n-butanol,1.00,NA,NA,NA,NA,Zr(OnBu)4,Zr,NA,10.1016/j.molcata.2004.01.022,sucessful,1.00
"2,2′-diethoxy-1,1′-binaphthyl-6,6′-bis(styrylphosphonic acid)",118,16,n-butanol,1.00,NA,NA,NA,NA,Zr(OnBu)4,Zr,NA,10.1016/j.molcata.2004.01.022,sucessful,1.00
"(R)-4,4’-bis(4-carboxyphenylethynyl)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl",120,72,DMF,1.00,NA,NA,NA,NA,ZrCl4,Zr,trifluoroacetic acid,10.1021/ja500090y,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1021/ic9002675,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,Ni(NO3)2·6H2O,Ni,NA,10.1021/ic9002675,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,Cu(NO3)2·6H2O,Cu,NA,10.1021/ic9002675,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1021/ic9002675,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,Cd(NO3)2·6H2O,Cd,NA,10.1021/ic9002675,sucessful,1.00
"tris((4-carboxyl)phenyl(2,4,5-trimethylphenyl))borane",100,48,DMA,0.75,methanol,0.25,NA,NA,MnCl2·4H2O,Mn,NA,10.1021/ic9002675,sucessful,1.00
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",80,12,methanol,1.00,NA,NA,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,byproduct likely,0.35
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",100,12,methanol,1.00,NA,NA,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,byproduct likely,0.65
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",120,12,methanol,1.00,NA,NA,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,byproduct likely,0.65
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",140,12,methanol,1.00,NA,NA,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,byproduct likely,0.65
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",80,12,methanol,0.80,DMF,0.2,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,contaminated,0.40
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",100,12,methanol,0.80,DMF,0.2,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,sucessful,1.00
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",120,12,methanol,0.80,DMF,0.2,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,contamination likely,0.70
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",140,12,methanol,0.80,DMF,0.2,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,byproduct likely,0.65
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",80,12,DMF,0.90,toluene,0.1,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,sucessful,1.00
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",100,12,DMF,0.90,toluene,0.1,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,sucessful,1.00
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",120,12,DMF,0.90,toluene,0.1,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,contamination likely,0.70
"4,4′,4′′,4′′′-benzene-1,2,4,5-tetrayltetrabenzoic acid",140,12,DMF,0.90,toluene,0.1,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.cgd.8b00439,sucessful,1.00
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,48,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,delayed,0.20
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,24,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,delayed,0.20
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,NA,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",140,96,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",130,96,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.40
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",100,96,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.50
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.75,water,0.25,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.67,water,0.33,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.50,water,0.50,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.40,water,0.60,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMF,0.25,water,0.75,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.80,water,0.20,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,sucessful,1.00
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.75,water,0.25,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.40
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.67,water,0.33,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.50,water,0.50,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.40,water,0.60,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine",90,96,DMA,0.25,water,0.75,NA,NA,Bi(NO3)3·5H2O,Bi,nitric acid,10.1021/acs.inorgchem.2c01893,poor,0.10
