ligand name,T [°C],t [h],solvent1,V/V solvent1 [ ],solvent2,V/V solvent2 [ ],solvent3,V/V solvent3 [ ],inorganic salt,metal,additional,reported,outcome,score
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Ni(NO3)2·6H2O,Ni,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Ni(NO3)2·6H2O,Ni,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Cu(NO3)2·6H2O,Cu,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Cu(NO3)2·6H2O,Cu,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,PdCl2,Pd,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,PdCl2,Pd,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Pb(NO3)2·6H2O,Pb,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,24,methanol,0.91,acetic acid,0.09,NA,NA,Pb(NO3)2·6H2O,Pb,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,Cr(acac)3,Cr,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,Cr(acac)3,Cr,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,Fe(acac)3,Fe,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,Fe(acac)3,Fe,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,AlCl3,Al,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,AlCl3,Al,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,GaCl3,Ga,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.67,acetic acid,0.33,NA,NA,GaCl3,Ga,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,Zr(NO3)4·5H2O,Zr,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,Zr(NO3)4·5H2O,Zr,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,Ti(OiPr)4,Ti,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,Ti(OiPr)4,Ti,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(S)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,SnCl4·6H2O,Sn,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-3,3′-di-tert-butyl-5,5′-dicarboxyphenyl-6,6′-dimethylbiphenyl-2,2′-diylhydrogen phosphate",80,48,methanol,0.86,acetic acid,0.14,NA,NA,SnCl4·6H2O,Sn,NA,10.1038/s41467-017-02335-0,sucessful,1.00
"(R)-7,7,7’,7’-tetramethyl-6,6’,7,7’-tetrahydro-3H,3’H-5,5’-spirobi[indeno[5,6-d]-[1,2,3]triazole]",140,72,DMF,1.00,NA,NA,NA,NA,MnCl2·2H2O,Mn,NA,10.1039/d0dt02847a,sucessful,1.00
"3’-[(E)-{[(1S,2S)-2-aminocyclohexyl]imino}-methyl]-4’-hydroxy-4-biphenylcarboxlic acid",85,72,acetonitrile,0.66,water,0.17,ethanol,0.17,Cu(NO3)2·6H2O,Cu,NA,10.1002/chem.201104001,sucessful,1.00
"3’-[(E)-{[(1S,2S)-2-aminocyclohexyl]imino}-methyl]-4’-hydroxy-4-biphenylcarboxlic acid",85,72,DMF,0.46,water,0.27,ethanol,0.27,Cu(NO3)2·6H2O,Cu,NA,10.1002/chem.201104001,sucessful,1.00
"3’-[(E)-{[(1S,2S)-2-aminocyclohexyl]imino}-methyl]-4’-hydroxy-4-biphenylcarboxlic acid",140,96,DMF,0.46,water,0.27,ethanol,0.27,Cu(NO3)2·6H2O,Cu,NA,10.1002/chem.201104001,modest yield,0.95
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,methanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,ethanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,isopropyl alcohol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,2-butanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,3-methyl-2-butanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,2-pentanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,2-heptanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
"3-[(E)-{[(1R,2R)-2-aminocyclohexyl]imino}methyl]-4-hydroxybenzoic acid",80,12,2-octanol,0.25,water,0.75,NA,NA,Cu(NO3)·3H2O,Cu,NaOH,10.1002/chem.200900037,sucessful,1.00
2-aminoterephthalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-nitroterephthalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",80,26,formic acid,0.27,water,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"2,5-dihydroxyterephtalic acid",80,26,formic acid,0.27,water,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-aminoterephthalic acid,120,26,formic acid,0.27,DMF,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,poor crystallinity,0.40
2-nitroterephthalic acid,120,26,formic acid,0.27,DMF,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,poor crystallinity,0.40
"1,2,4-benzenetricarboxylic acid",120,26,formic acid,0.27,DMF,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-bromoterephtalic acid,120,26,formic acid,0.27,DMF,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
"2,5-dihydroxyterephtalic acid",120,26,formic acid,0.27,DMF,0.73,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,poor crystallinity,0.40
2-aminoterephthalic acid,120,26,formic acid,0.33,DMF,0.67,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,120,26,formic acid,0.33,DMF,0.67,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",120,26,formic acid,0.33,DMF,0.67,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-bromoterephtalic acid,120,26,formic acid,0.33,DMF,0.67,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,sucessful,1.00
"2,5-dihydroxyterephtalic acid",120,26,formic acid,0.33,DMF,0.67,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,poor crystallinity,0.40
2-nitroterephthalic acid,25,0.25,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,0.5,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,1,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,24,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,0.25,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,0.5,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,1,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-aminoterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,failed,0.00
"1,2,4-benzenetricarboxylic acid",25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
"2,5-dihydroxyterephtalic acid",25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,failed,0.00
2-aminoterephthalic acid,25,24,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-aminoterephthalic acid,25,24,acetic acid,0.44,water,0.66,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-aminoterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,benzoic acid,10.1039/d2qi01198k,poor crystallinity,0.40
2-aminoterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,HCl / H2O,10.1039/d2qi01198k,failed,0.00
2-nitroterephthalic acid,25,24,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,24,acetic acid,0.44,water,0.66,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,benzoic acid,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,HCl / H2O,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",25,24,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",25,24,acetic acid,0.44,water,0.66,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,benzoic acid,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,HCl / H2O,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,25,24,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,25,24,acetic acid,0.44,water,0.66,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,benzoic acid,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,25,24,water,1.00,NA,NA,NA,NA,(NH4)2[Ce(NO3)6],Ce,HCl / H2O,10.1039/d2qi01198k,failed,0.00
2-aminoterephthalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-nitroterephthalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
"1,2,4-benzenetricarboxylic acid",80,26,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
2-bromoterephtalic acid,80,26,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,sucessful,1.00
"2,5-dihydroxyterephtalic acid",80,26,formic acid,0.27,water,0.73,NA,NA,(NH4)2[Ce(NO3)6],Ce,NA,10.1039/d2qi01198k,failed,0.00
2-aminoterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-nitroterephthalic acid,25,24,water,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"1,2,4-benzenetricarboxylic acid",25,24,water,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-bromoterephtalic acid,25,24,water,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"2,5-dihydroxyterephtalic acid",25,24,water,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-aminoterephthalic acid,25,24,DMF,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-nitroterephthalic acid,25,24,DMF,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"1,2,4-benzenetricarboxylic acid",25,24,DMF,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
2-bromoterephtalic acid,25,24,DMF,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"2,5-dihydroxyterephtalic acid",25,24,DMF,1.00,NA,NA,NA,NA,HfCl4,Hf,NA,10.1039/d2qi01198k,failed,0.00
"(R,R)-(-)-N,N′-bis(3-tert-butyl-5-(4-pyridyl) salicylidene)-1,2-diamino-cyclohexane)",80,24,DMF,0.48,THF,0.475,water,0.05,Zn(NO3)2⋅6H2O,Zn,NA,10.1021/ja078317n,sucessful,1.00
(S)-(N-pyridin-2-ylmethyl)lactamide,25,504,ethanol,1.00,NA,NA,NA,NA,Cu(ClO4)2·6H2O,Cu,Et4NCl,10.1039/b316393h,sucessful,1.00
(S)-(N-pyridin-2-ylmethyl)lactamide,25,504,ethanol,1.00,NA,NA,NA,NA,Cu(ClO4)2·6H2O,Cu,Et4NBr,10.1039/b316393h,sucessful,1.00
(S)-N-(2-dimethylaminoethyl)lactamide,25,504,ethanol,1.00,NA,NA,NA,NA,Cu(ClO4)2·6H2O,Cu,Et4NCl,10.1039/b316393h,sucessful,1.00
(S)-N-(3-dimethylaminopropyl)lactamide,25,504,ethanol,1.00,NA,NA,NA,NA,Cu(ClO4)2·6H2O,Cu,Et4NCl,10.1039/b316393h,sucessful,1.00
(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-fluorobenzoic acid,120,72,ethanol,0.50,water,0.50,NA,NA,Zn(AcO)2·2H2O,Zn,NaOH,10.1021/cg500197v,sucessful,1.00
(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-chlorobenzoic acid,120,72,ethanol,0.50,water,0.50,NA,NA,Zn(AcO)2·2H2O,Zn,NaOH,10.1021/acs.cgd.6b00593,sucessful,1.00
(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-chlorobenzoic acid,120,72,ethanol,0.50,water,0.50,NA,NA,Cd(AcO)2·2H2O,Cd,NaOH,10.1021/acs.cgd.6b00593,sucessful,1.00
(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-chlorobenzoic acid,120,72,ethanol,0.50,water,0.50,NA,NA,Co(AcO)2·4H2O,Co,NaOH,10.1021/acs.cgd.6b00593,sucessful,1.00
(R)-2-(4′-(4′′-carboxybenzyloxy)phenoxy)propanoic acid,120,72,methanol,0.13,water,0.87,NA,NA,Ni(AcO)2·4H2O,Ni,NaOH,10.1039/c2dt30863k,sucessful,1.00
(R)-2-(4′-(4′′-carboxybenzyloxy)phenoxy)propanoic acid,120,72,methanol,0.13,water,0.87,NA,NA,Co(AcO)2·4H2O,Co,NaOH,10.1039/c2dt30863k,sucessful,1.00
(R)-2-(4′-(4′′-carboxybenzyloxy)phenoxy)propanoic acid,120,72,methanol,0.13,water,0.87,NA,NA,Cd(AcO)2·2H2O,Cd,NaOH,10.1039/c2dt30863k,sucessful,1.00
"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))-dipropanoic acid",140,72,water,0.80,acetonitrile,0.20,NA,NA,Nd(NO3)3·6H2O,Nd,NA,10.1021/acs.cgd.6b01763,sucessful,1.00
"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))-dipropanoic acid",140,72,water,0.80,acetonitrile,0.20,NA,NA,Sm(NO3)3·6H2O,Sm,NA,10.1021/acs.cgd.6b01763,sucessful,1.00
"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))-dipropanoic acid",140,72,water,0.80,acetonitrile,0.20,NA,NA,Eu(NO3)3·6H2O,Eu,NA,10.1021/acs.cgd.6b01763,sucessful,1.00
"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))-dipropanoic acid",140,72,water,0.80,acetonitrile,0.20,NA,NA,Tb(NO3)3·6H2O,Tb,NA,10.1021/acs.cgd.6b01763,sucessful,1.00
(S)-5-(1-carboxyethoxymethyl)-isophthalic acid,130,72,water,1.00,NA,NA,NA,NA,ZnCl2·6H2O,Zn,NaOH,10.1039/c7ra08433a,sucessful,1.00
"(S)-4′-(1-carboxyethoxy)-[1,1′-biphenyl]-4-carboxylic acid",120,72,acetonitrile,0.80,water,0.20,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c7ra00337d,sucessful,1.00
(S)-6-(1-carboxyethoxy)-2-naphthoic acid,140,72,acetonitrile,0.80,water,0.20,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c7ra00337d,sucessful,1.00
"4′-(1-carboxyethoxy)-[1,1′-biphenyl]-3,5-dicarboxylic acid",120,72,acetonitrile,0.50,water,0.50,NA,NA,CoCl2·6H2O,Co,NaOH,10.1039/c9nj05766h,sucessful,1.00
"N,N′-bis(4-cyanophenyl)-(1R,2R)-diaminocyclohexane",25,60,dichloromethane,1.00,NA,NA,NA,NA,[Cu(MeCN)4]PF6,Cu,NA,10.1021/cg049781w,sucessful,1.00
"N,N′-bis(4-cyanophenyl)-(1R,2R)-diaminocyclohexane",30,0.08,acetone,1.00,NA,NA,NA,NA,AgClO4·H2O ,Ag,NA,10.1039/b316931f,sucessful,1.00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,