,query,state
814,"""AlGe""",Showing results for exact spelling despite spelling suggestion
815,"""AlIn""",Results for exact spelling
816,"""AlNb""",Results for exact spelling
817,"""AlPb""",Results for exact spelling
818,"""AlSe""",Results for exact spelling
819,"""AlSi""",Showing results for exact spelling despite spelling suggestion
820,"""AlSn""",Showing results for exact spelling despite spelling suggestion
821,"""AlSr""",Showing results for exact spelling despite spelling suggestion
822,"""AlW""",Results for exact spelling
823,"""AlYb""",Showing results for exact spelling despite spelling suggestion
824,"""AsCd""",Results for exact spelling
825,"""AsCu""",Results for exact spelling
826,"""AsMo""",Results for exact spelling
827,"""AsPb""",Results for exact spelling
828,"""AsPd""",Results for exact spelling
829,"""AsTe""",Results for exact spelling
830,"""AsTh""",Results for exact spelling
831,"""AsZn""",Results for exact spelling
832,"""AuBi""",Results for exact spelling
833,"""AuCo""",Results for exact spelling
834,"""AuCr""",Results for exact spelling
835,"""AuMo""",Showing results for exact spelling despite spelling suggestion
836,"""AuPb""",Results for exact spelling
837,"""AuSb""",Showing results for exact spelling despite spelling suggestion
838,"""AuSi""",Showing results for exact spelling despite spelling suggestion
839,"""AuTa""",Results for exact spelling
840,"""AuTe""",Results for exact spelling
841,"""AuW""",Results for exact spelling
842,"""BaFe""",Results for exact spelling
843,"""BaMg""",Results for exact spelling
844,"""BaMo""",Results for exact spelling
845,"""BaSc""",Results for exact spelling
846,"""BaSn""",Results for exact spelling
847,"""BaTi""",Results for exact spelling
848,"""BaV""",Results for exact spelling
849,"""BaY""",Showing results for exact spelling despite spelling suggestion
850,"""Be0.48Cu0.52""",Empty showing fixed spelling results
851,"""Be0.4Co0.6""",Empty showing fixed spelling results
852,"""Be1Cu1Ni1Ti1V1Zr1""",Results for exact spelling
853,"""BeBi""",Results for exact spelling
854,"""BeCr""",Results for exact spelling
855,"""BeFe""",Results for exact spelling
856,"""BeGa""",Results for exact spelling
857,"""BeGe""",Results for exact spelling
858,"""BeHf""",Results for exact spelling
859,"""BeIn""",Results for exact spelling
860,"""BeLi""",Results for exact spelling
861,"""BeMg""",Showing results for exact spelling despite spelling suggestion
862,"""BeMo""",Results for exact spelling
863,"""BeNb""",Results for exact spelling
864,"""BeRu""",Results for exact spelling
865,"""BeSi""",Results for exact spelling
866,"""BeSr""",Showing results for exact spelling despite spelling suggestion
867,"""BeTa""",Results for exact spelling
868,"""BeTh""",Results for exact spelling
869,"""BeTh""",Results for exact spelling
870,"""CaLa""",Results for exact spelling
871,"""CaLi""",Results for exact spelling
872,"""CaLu""",Results for exact spelling
873,"""CaMg""",Results for exact spelling
874,"""CaMo""",Results for exact spelling
875,"""CaNa""",Showing results for exact spelling despite spelling suggestion
876,"""CaNd""",Results for exact spelling
877,"""CaNi""",Results for exact spelling
878,"""CaPt""",Results for exact spelling
879,"""CaSb""",Results for exact spelling
880,"""CaSc""",Results for exact spelling
881,"""CaTi""",Results for exact spelling
882,"""CaTm""",Results for exact spelling
883,"""CaV""",Results for exact spelling
884,"""CaY""",Results for exact spelling
885,"""CdEu""",Results for exact spelling
886,"""CdFe""",Results for exact spelling
887,"""CdGa""",Results for exact spelling
888,"""CdIn""",Results for exact spelling
889,"""CdMo""",Results for exact spelling
890,"""CdNa""",Results for exact spelling
891,"""CdPb""",Showing results for exact spelling despite spelling suggestion
892,"""CdRb""",Results for exact spelling
893,"""CdSn""",Results for exact spelling
894,"""CdTl""",Results for exact spelling
895,"""CdV""",Results for exact spelling
896,"""CdZn""",Results for exact spelling
897,"""CeCo""",Results for exact spelling
898,"""CeCr""",Results for exact spelling
899,"""CeFe""",Showing results for exact spelling despite spelling suggestion
900,"""CeHf""",Showing results for exact spelling despite spelling suggestion
901,"""CeIn""",Showing results for exact spelling despite spelling suggestion
902,"""CeIr""",Results for exact spelling
903,"""CeLi""",Results for exact spelling
904,"""CeMn""",Results for exact spelling
905,"""CeMo""",Results for exact spelling
906,"""CePu""",Results for exact spelling
907,"""CeTa""",Results for exact spelling
908,"""CeTi""",Results for exact spelling
909,"""CeU""",Results for exact spelling
910,"""CeV""",Results for exact spelling
911,"""CeW""",Results for exact spelling
912,"""Co0.56Cr0.44""",Results for exact spelling
913,"""Co0.5Cr1Fe1Mn1.5Ni1""",Results for exact spelling
914,"""Co1.5Cr1Fe1Mo0.1Ni1.5Ti0.5""",Results for exact spelling
915,"""Co1.5Cr1Fe1Mo0.5Ni1.5Ti0.5""",Results for exact spelling
916,"""Co1.5Cr1Fe1Mo0.8Ni1.5Ti0.5""",Results for exact spelling
917,"""Co1.5Cr1Fe1Ni1.5Ti0.5""",Results for exact spelling
918,"""Co1.5Cr1Fe1Ni1.5Ti1""",Results for exact spelling
919,"""Co1Cr1Cu0.5Fe1Ni1""",Results for exact spelling
920,"""Co1Cr1Cu1Fe1Mn1""",Results for exact spelling
921,"""Co1Cr1Cu1Fe1Mn1Ni1""",Results for exact spelling
922,"""Co1Cr1Cu1Fe1Mn1Ni1Ti1V1""",Results for exact spelling
923,"""Co1Cr1Cu1Fe1Ni1""",Results for exact spelling
924,"""Co1Cr1Cu1Fe1Ni1Ti0.5""",Results for exact spelling
925,"""Co1Cr1Cu1Fe1Ni1Ti0.8""",Results for exact spelling
926,"""Co1Cr1Cu1Fe1Ni1Ti1""",Results for exact spelling
927,"""Co1Cr1Cu1Fe1Ni1Ti2""",Results for exact spelling
928,"""Co1Cr1Fe1Ge1Mn1Ni1""",Results for exact spelling
929,"""Co1Cr1Fe1Hf1Ni1""",Results for exact spelling
930,"""Co1Cr1Fe1Mo0.3Ni1""",Results for exact spelling
931,"""Co1Cr1Fe1Mo1Ni1""",Results for exact spelling
932,"""Co1Cr1Fe1Nb1Ni1""",Results for exact spelling
933,"""Co1Cr1Fe1Ni1Ta1""",Results for exact spelling
934,"""Co1Cr1Fe1Ni1Ti0.3""",Results for exact spelling
935,"""Co1Cr1Fe1Ni1Ti0.5""",Results for exact spelling
936,"""Co1Cr1Fe1Ni1Ti1""",Results for exact spelling
937,"""Co1Cr1Fe1Ni1V1""",Results for exact spelling
938,"""Co1Cr1Fe1Ni1W1""",Results for exact spelling
939,"""Co1Cr1Fe1Ni1Y1""",Results for exact spelling
940,"""Co1Cr1Fe1Ni1Zr1""",Results for exact spelling
941,"""Co1Cr1Mn1Ni1V1""",Results for exact spelling
942,"""Co1Cr2Fe1Ni1""",Results for exact spelling
943,"""Co1Cu1Fe1Ni1V1""",Results for exact spelling
944,"""Co1Cu1Hf1Ti1Zr1""",Results for exact spelling
945,"""Co1Fe1Ga1Mn1Ni1""",Results for exact spelling
946,"""Co1Fe1Mn1Mo1Ni1""",Results for exact spelling
947,"""Co1Fe1Mn1Ni1Sn1""",Results for exact spelling
948,"""Co1Fe1Mn1Ni1V1""",Results for exact spelling
949,"""CoDy""",Results for exact spelling
950,"""CoEr""",Results for exact spelling
951,"""CoGd""",Showing results for exact spelling despite spelling suggestion
952,"""CoIn""",Results for exact spelling
953,"""CoLa""",Results for exact spelling
954,"""CoLu""",Results for exact spelling
955,"""CoNd""",Results for exact spelling
956,"""CoPr""",Results for exact spelling
957,"""CoSc""",Results for exact spelling
958,"""CoSm""",Results for exact spelling
959,"""CoTa""",Results for exact spelling
960,"""CoTe""",Results for exact spelling
961,"""CoW""",Results for exact spelling
962,"""CoYb""",Results for exact spelling
963,"""Cr0.56Ni0.44""",Results for exact spelling
964,"""Cr1Cu1Fe1Mn1Ni1""",Results for exact spelling
965,"""Cr1Cu1Fe1Mn2Ni2""",Results for exact spelling
966,"""Cr1Cu1Fe1Mo1Ni1""",Results for exact spelling
967,"""Cr1Cu1Fe1Ni1Zr1""",Results for exact spelling
968,"""Cr1Cu1Fe1Ni2""",Results for exact spelling
969,"""Cr1Cu2Fe2Mn1Ni2""",Results for exact spelling
970,"""Cr1Cu2Fe2Mn2Ni1""",Results for exact spelling
971,"""Cr1Fe1.5Mn1Ni0.5""",Results for exact spelling
972,"""Cr1Fe1Mn1Ni1Ti1""",Results for exact spelling
973,"""Cr1Mo0.5Nb1Ta0.5Ti1Zr1""",Results for exact spelling
974,"""Cr1Nb1Ti1V1Zr1""",Results for exact spelling
975,"""Cr1Nb1Ti1Zr1""",Results for exact spelling
976,"""Cr2Cu1Fe2Mn1Ni1""",Results for exact spelling
977,"""Cr2Cu1Fe2Mn2Ni2""",Results for exact spelling
978,"""Cr2Cu2Fe1Mn2Ni2""",Results for exact spelling
979,"""Cr2Cu2Fe2Mn1Ni2""",Results for exact spelling
980,"""CrCu""",Results for exact spelling
981,"""CrHf""",Results for exact spelling
982,"""CrMg""",Results for exact spelling
983,"""CrNb""",Results for exact spelling
984,"""CrSe""",Results for exact spelling
985,"""CrTa""",Results for exact spelling
986,"""CrTe""",Showing results for exact spelling despite spelling suggestion
987,"""CrY""",Results for exact spelling
988,"""CrZr""",Results for exact spelling
989,"""CsGa""",Results for exact spelling
990,"""CsHf""",Results for exact spelling
991,"""CsIn""",Showing results for exact spelling despite spelling suggestion
992,"""CsLi""",Results for exact spelling
993,"""CsMg""",Results for exact spelling
994,"""CsMo""",Showing results for exact spelling despite spelling suggestion
995,"""CsNa""",Results for exact spelling
996,"""CsNb""",Results for exact spelling
997,"""CsTa""",Results for exact spelling
998,"""CsTe""",Results for exact spelling
999,"""CsTl""",Results for exact spelling
1000,"""CsV""",Results for exact spelling
1001,"""Cu1Fe1Hf1Ti1Zr1""",Results for exact spelling
1002,"""CuFe""",Results for exact spelling
1003,"""CuGa""",Results for exact spelling
1004,"""CuGe""",Showing results for exact spelling despite spelling suggestion
1005,"""DyTa""",Results for exact spelling
1006,"""DyV""",Showing results for exact spelling despite spelling suggestion
1007,"""DyW""",Results for exact spelling
1008,"""DyZr""",Results for exact spelling
1009,"""ErFe""",Results for exact spelling
1010,"""ErHf""",Results for exact spelling
1011,"""ErMn""",Results for exact spelling
1012,"""ErRe""",Results for exact spelling
1013,"""ErRu""",Results for exact spelling
1014,"""ErSn""",Showing results for exact spelling despite spelling suggestion
1015,"""ErTa""",Results for exact spelling
1016,"""ErTi""",Results for exact spelling
1017,"""ErV""",Results for exact spelling
1018,"""ErW""",Results for exact spelling
1019,"""ErZr""",Showing results for exact spelling despite spelling suggestion
1020,"""EuFe""",Showing results for exact spelling despite spelling suggestion
1021,"""EuLa""",Results for exact spelling
1022,"""EuMo""",Results for exact spelling
1023,"""EuRh""",Showing results for exact spelling despite spelling suggestion
1024,"""EuTa""",Results for exact spelling
1025,"""EuV""",Results for exact spelling
1026,"""EuW""",Results for exact spelling
1027,"""Fe0.4Mo0.6""",Results for exact spelling
1028,"""Fe0.6Se0.4""",Empty showing fixed spelling results
1029,"""FeGa""",Results for exact spelling
1030,"""FeGd""",Results for exact spelling
1031,"""FeHf""",Results for exact spelling
1032,"""FeHo""",Results for exact spelling
1033,"""FeIn""",Results for exact spelling
1034,"""FeLa""",Results for exact spelling
1035,"""FeLi""",Results for exact spelling
1036,"""FeLu""",Results for exact spelling
1037,"""FeMg""",Showing results for exact spelling despite spelling suggestion
1038,"""FeNa""",Results for exact spelling
1039,"""FeNb""",Showing results for exact spelling despite spelling suggestion
1040,"""FePr""",Results for exact spelling
1041,"""FePu""",Results for exact spelling
1042,"""FeSb""",Results for exact spelling
1043,"""FeSc""",Results for exact spelling
1044,"""FeSm""",Results for exact spelling
1045,"""FeTa""",Results for exact spelling
1046,"""FeTb""",Showing results for exact spelling despite spelling suggestion
1047,"""FeTh""",Results for exact spelling
1048,"""FeTm""",Showing results for exact spelling despite spelling suggestion
1049,"""FeU""",Results for exact spelling
1050,"""FeY""",Results for exact spelling
1051,"""FeYb""",Results for exact spelling
1052,"""FeZn""",Results for exact spelling
1053,"""GaGe""",Results for exact spelling
1054,"""GaIn""",Results for exact spelling
1055,"""GaNa""",Results for exact spelling
1056,"""GaNb""",Results for exact spelling
1057,"""GaPb""",Results for exact spelling
1058,"""GaRb""",Results for exact spelling
1059,"""GaSn""",Results for exact spelling
1060,"""GaSr""",Showing results for exact spelling despite spelling suggestion
1061,"""GaTl""",Showing results for exact spelling despite spelling suggestion
1062,"""GaZn""",Results for exact spelling
1063,"""GdIn""",Results for exact spelling
1064,"""GdMn""",Results for exact spelling
1065,"""GdPb""",Showing results for exact spelling despite spelling suggestion
1066,"""GdRe""",Results for exact spelling
1067,"""GdRu""",Results for exact spelling
1068,"""GdSn""",Results for exact spelling
1069,"""GdTi""",Results for exact spelling
1070,"""GdV""",Results for exact spelling
1071,"""GdW""",Results for exact spelling
1072,"""GdYb""",Results for exact spelling
1073,"""GdZr""",Results for exact spelling
1074,"""GeIn""",Results for exact spelling
1075,"""GeLu""",Results for exact spelling
1076,"""GeMn""",Results for exact spelling
1077,"""GeMo""",Results for exact spelling
1078,"""GeNb""",Results for exact spelling
1079,"""GePb""",Results for exact spelling
1080,"""GePb""",Results for exact spelling
1081,"""GeRe""",Results for exact spelling
1082,"""GeSb""",Results for exact spelling
1083,"""GeTi""",Results for exact spelling
1084,"""GeTl""",Results for exact spelling
1085,"""GeYb""",Results for exact spelling
1086,"""GeZn""",Showing results for exact spelling despite spelling suggestion
1087,"""HfLi""",Results for exact spelling
1088,"""HfMn""",Results for exact spelling
1089,"""HfMo""",Results for exact spelling
1090,"""HfPu""",Results for exact spelling
1091,"""HfRb""",Results for exact spelling
1092,"""HfTh""",Results for exact spelling
1093,"""HfV""",Results for exact spelling
1094,"""HfY""",Results for exact spelling
1095,"""HoMn""",Results for exact spelling
1096,"""HoMo""",Results for exact spelling
1097,"""HoSn""",Results for exact spelling
1098,"""InMn""",Showing results for exact spelling despite spelling suggestion
1099,"""InNb""",Results for exact spelling
1100,"""InRb""",Results for exact spelling
1101,"""InSi""",Results for exact spelling
1102,"""InSn""",Results for exact spelling
1103,"""InTa""",Showing results for exact spelling despite spelling suggestion
1104,"""InV""",Results for exact spelling
1105,"""InZn""",Showing results for exact spelling despite spelling suggestion
1106,"""IrNb""",Results for exact spelling
1107,"""IrPr""",Results for exact spelling
1108,"""IrRu""",Results for exact spelling
1109,"""IrTa""",Results for exact spelling
1110,"""KLi""",Results for exact spelling
1111,"""KMg""",Results for exact spelling
1112,"""KMo""",Results for exact spelling
1113,"""KNa""",Results for exact spelling
1114,"""KNb""",Showing results for exact spelling despite spelling suggestion
1115,"""KTa""",Results for exact spelling
1116,"""KTi""",Results for exact spelling
1117,"""KV""",Results for exact spelling
1118,"""KZn""",Results for exact spelling
1119,"""KZr""",Results for exact spelling
1120,"""LaLi""",Results for exact spelling
1121,"""LaMn""",Showing results for exact spelling despite spelling suggestion
1122,"""LaMo""",Showing results for exact spelling despite spelling suggestion
1123,"""LaNb""",Showing results for exact spelling despite spelling suggestion
1124,"""LaTa""",Results for exact spelling
1125,"""LaTi""",Results for exact spelling
1126,"""LaV""",Results for exact spelling
1127,"""LaW""",Results for exact spelling
1128,"""LiMn""",Results for exact spelling
1129,"""LiMo""",Results for exact spelling
1130,"""LiNa""",Results for exact spelling
1131,"""LiNi""",Results for exact spelling
1132,"""LiPr""",Results for exact spelling
1133,"""LiPu""",Results for exact spelling
1134,"""LiRb""",Results for exact spelling
1135,"""LiSb""",Results for exact spelling
1136,"""LiSe""",Results for exact spelling
1137,"""LiSi""",Results for exact spelling
1138,"""LiTa""",Results for exact spelling
1139,"""LiTe""",Results for exact spelling
1140,"""LiTi""",Results for exact spelling
1141,"""LiZr""",Showing results for exact spelling despite spelling suggestion
1142,"""LuPb""",Showing results for exact spelling despite spelling suggestion
1143,"""LuV""",Results for exact spelling
1144,"""LuW""",Results for exact spelling
1145,"""LuYb""",Showing results for exact spelling despite spelling suggestion
1146,"""MgNa""",Showing results for exact spelling despite spelling suggestion
1147,"""MgNb""",Results for exact spelling
1148,"""MgNi""",Results for exact spelling
1149,"""MgPb""",Results for exact spelling
1150,"""MgRb""",Results for exact spelling
1151,"""MgSb""",Results for exact spelling
1152,"""MgSn""",Results for exact spelling
1153,"""MgSr""",Results for exact spelling
1154,"""MgTh""",Results for exact spelling
1155,"""MgV""",Results for exact spelling
1156,"""MgYb""",Results for exact spelling
1157,"""MgZn""",Results for exact spelling
1158,"""MnMo""",Results for exact spelling
1159,"""MnNd""",Results for exact spelling
1160,"""MnPr""",Showing results for exact spelling despite spelling suggestion
1161,"""MnPu""",Results for exact spelling
1162,"""MnSm""",Results for exact spelling
1163,"""MnSr""",Results for exact spelling
1164,"""MnTb""",Results for exact spelling
1165,"""MnY""",Showing results for exact spelling despite spelling suggestion
1166,"""MoNd""",Results for exact spelling
1167,"""MoPa""",Results for exact spelling
1168,"""MoPb""",Showing results for exact spelling despite spelling suggestion
1169,"""Nb1Ti1V2Zr1""",Results for exact spelling
1170,"""OsPd""",Results for exact spelling
1171,"""OsPt""",Results for exact spelling
1172,"""OsPu""",Results for exact spelling
1173,"""OsTh""",Showing results for exact spelling despite spelling suggestion
1174,"""OsU""",Results for exact spelling
1175,"""OsY""",Results for exact spelling
1176,"""OsYb""",Results for exact spelling
1177,"""PbPr""",Results for exact spelling
1178,"""PbPu""",Results for exact spelling
1179,"""PbSb""",Results for exact spelling
1180,"""PbSc""",Results for exact spelling
1181,"""PbSi""",Results for exact spelling
1182,"""PbSm""",Results for exact spelling
1183,"""PbSn""",Results for exact spelling
1184,"""PbTh""",Results for exact spelling
1185,"""PbZn""",Results for exact spelling
1186,"""Pd0.4Si0.6""",Fully empty
1187,"""Pd0.4U0.6""",Empty showing fixed spelling results
1188,"""Pd0.6Pu0.4""",Empty showing fixed spelling results
1189,"""PdRu""",Results for exact spelling
1190,"""PdW""",Results for exact spelling
1191,"""PmRh""",Results for exact spelling
1192,"""PmRu""",Results for exact spelling
1193,"""PmV""",Results for exact spelling
1194,"""PrPu""",Results for exact spelling
1195,"""PrTa""",Results for exact spelling
1196,"""PrTi""",Results for exact spelling
1197,"""PrU""",Results for exact spelling
1198,"""PrV""",Results for exact spelling
1199,"""PrW""",Results for exact spelling
1200,"""PtRe""",Results for exact spelling
1201,"""PtSr""",Results for exact spelling
1202,"""PtZn""",Showing results for exact spelling despite spelling suggestion
1203,"""PuSm""",Results for exact spelling
1204,"""PuTa""",Results for exact spelling
1205,"""PuTi""",Results for exact spelling
1206,"""PuV""",Results for exact spelling
1207,"""RbTa""",Showing results for exact spelling despite spelling suggestion
1208,"""RbTi""",Results for exact spelling
1209,"""RbTl""",Results for exact spelling
1210,"""RbV""",Results for exact spelling
1211,"""RbZn""",Showing results for exact spelling despite spelling suggestion
1212,"""Re0.6Ti0.4""",Empty showing fixed spelling results
1213,"""ReSb""",Results for exact spelling
1214,"""ReSc""",Results for exact spelling
1215,"""ReTb""",Results for exact spelling
1216,"""ReTh""",Results for exact spelling
1217,"""ReU""",Results for exact spelling
1218,"""ReY""",Results for exact spelling
1219,"""ReZr""",Showing results for exact spelling despite spelling suggestion
1220,"""Rh0.45Ta0.55""",Empty showing fixed spelling results
1221,"""RhU""",Results for exact spelling
1222,"""RuSn""",Showing results for exact spelling despite spelling suggestion
1223,"""RuW""",Results for exact spelling
1224,"""SbSe""",Showing results for exact spelling despite spelling suggestion
1225,"""SbSi""",Results for exact spelling
1226,"""SbZr""",Showing results for exact spelling despite spelling suggestion
1227,"""ScSr""",Showing results for exact spelling despite spelling suggestion
1228,"""ScU""",Results for exact spelling
1229,"""ScV""",Results for exact spelling
1230,"""ScW""",Results for exact spelling
1231,"""ScW""",Results for exact spelling
1232,"""SiSn""",Showing results for exact spelling despite spelling suggestion
1233,"""SiTa""",Results for exact spelling
1234,"""SiTe""",Results for exact spelling
1235,"""SiTl""",Results for exact spelling
1236,"""SiV""",Results for exact spelling
1237,"""SiW""",Results for exact spelling
1238,"""SiZn""",Showing results for exact spelling despite spelling suggestion
1239,"""SmSn""",Showing results for exact spelling despite spelling suggestion
1240,"""SmU""",Results for exact spelling
1241,"""SnTi""",Showing results for exact spelling despite spelling suggestion
1242,"""SnV""",Results for exact spelling
1243,"""SnY""",Results for exact spelling
1244,"""SnZn""",Results for exact spelling
1245,"""SrTi""",Results for exact spelling
1246,"""SrV""",Results for exact spelling
1247,"""SrY""",Results for exact spelling
1248,"""TaTb""",Results for exact spelling
1249,"""TaTl""",Results for exact spelling
1250,"""TaTm""",Results for exact spelling
1251,"""Ta_Th""",Showing results for exact spelling despite spelling suggestion
